name,nation,position,age,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name
Willian Pacho,Ecuador,DEFENDER,23,15.0,1362.0,0.0,0.0,0.0,0.0,0.0,Paris
Achraf Hakimi,Morocco,DEFENDER,26,15.0,1360.0,2.0,5.0,0.0,2.0,0.0,Paris
Nuno Mendes,Portugal,DEFENDER,22,14.0,1283.0,4.0,2.0,0.0,3.0,0.0,Paris
Vitinha,Portugal,MIDFIELDER,25,15.0,1268.0,2.0,1.0,1.0,0.0,0.0,Paris
João Neves,Portugal,MIDFIELDER,20,15.0,1261.0,1.0,1.0,0.0,2.0,0.0,Paris
Joshua Kimmich,Germany,MIDFIELDER,30,14.0,1260.0,0.0,6.0,0.0,1.0,0.0,Bayern München
Marquinhos,Brazil,DEFENDER,30,14.0,1259.0,0.0,0.0,0.0,3.0,0.0,Paris
Federico Valverde,Uruguay,MIDFIELDER,26,14.0,1236.0,0.0,3.0,0.0,1.0,0.0,Real Madrid
Gianluigi Donnarumma,Italy,GOALKEEPER,26,13.0,1200.0,0.0,0.0,0.0,0.0,0.0,Paris
Antonio Rüdiger,Germany,DEFENDER,32,13.0,1188.0,2.0,0.0,0.0,3.0,0.0,Real Madrid
Gregor Kobel,Switzerland,GOALKEEPER,27,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,B. Dortmund
Jude Bellingham,England,MIDFIELDER,21,13.0,1136.0,3.0,2.0,0.0,3.0,0.0,Real Madrid
Kylian Mbappé,France,FORWARD,26,14.0,1132.0,7.0,2.0,0.0,1.0,0.0,Real Madrid
Harry Kane,England,FORWARD,31,13.0,1120.0,11.0,2.0,4.0,1.0,0.0,Bayern München
Thibaut Courtois,Belgium,GOALKEEPER,32,12.0,1110.0,0.0,0.0,0.0,0.0,0.0,Real Madrid
Jules Koundé,France,DEFENDER,26,13.0,1106.0,0.0,3.0,0.0,1.0,0.0,Barcelona
Raphinha,Brazil,FORWARD,28,13.0,1105.0,12.0,9.0,0.0,0.0,0.0,Barcelona
Vinícius Júnior,Brazil,FORWARD,24,12.0,1104.0,8.0,3.0,1.0,4.0,0.0,Real Madrid
Serhou Guirassy,Rep of Guinea,FORWARD,29,14.0,1084.0,13.0,4.0,5.0,2.0,0.0,B. Dortmund
Hans Vanaken,Belgium,MIDFIELDER,32,12.0,1080.0,1.0,1.0,1.0,1.0,0.0,Club Brugge
David Hancko,Slovakia,DEFENDER,27,12.0,1080.0,1.0,1.0,0.0,1.0,0.0,Feyenoord
Nicolas Otamendi,Argentina,DEFENDER,37,12.0,1080.0,1.0,0.0,0.0,2.0,0.0,Benfica
Nico Schlotterbeck,Germany,DEFENDER,25,12.0,1080.0,0.0,1.0,0.0,0.0,0.0,B. Dortmund
David Raya,Spain,GOALKEEPER,29,12.0,1080.0,0.0,0.0,0.0,2.0,0.0,Arsenal
Simon Mignolet,Belgium,GOALKEEPER,37,12.0,1080.0,0.0,0.0,0.0,1.0,0.0,Club Brugge
Brandon Mechele,Belgium,DEFENDER,32,12.0,1080.0,0.0,0.0,0.0,1.0,0.0,Club Brugge
Yann Sommer,Switzerland,GOALKEEPER,36,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,Inter
Anatoliy Trubin,Ukraine,GOALKEEPER,23,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,Benfica
Emiliano Martínez,Argentina,GOALKEEPER,32,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Maxim De Cuyper,Belgium,MIDFIELDER,24,12.0,1079.0,1.0,0.0,0.0,1.0,0.0,Club Brugge
Minjae Kim,Korea Republic,DEFENDER,28,13.0,1074.0,1.0,0.0,0.0,2.0,0.0,Bayern München
Ousmane Dembélé,France,FORWARD,27,13.0,1052.0,8.0,3.0,0.0,2.0,1.0,Paris
Joel Ordoñez,Ecuador,DEFENDER,21,12.0,1048.0,0.0,0.0,0.0,1.0,0.0,Club Brugge
Youri Tielemans,Belgium,MIDFIELDER,27,12.0,1046.0,2.0,3.0,0.0,1.0,0.0,Aston Villa
Michael Olise,France,MIDFIELDER,23,14.0,1033.0,5.0,1.0,1.0,1.0,0.0,Bayern München
Morgan Rogers,England,FORWARD,22,12.0,1025.0,4.0,3.0,0.0,1.0,0.0,Aston Villa
Walter Benítez,Argentina,GOALKEEPER,32,11.0,1020.0,0.0,0.0,0.0,1.0,0.0,PSV
Pedri,Spain,MIDFIELDER,22,13.0,1012.0,0.0,2.0,0.0,0.0,0.0,Barcelona
Bradley Barcola,France,FORWARD,22,15.0,1002.0,3.0,3.0,0.0,1.0,0.0,Paris
Orkun Kökçü,Türkiye,MIDFIELDER,24,12.0,995.0,4.0,0.0,1.0,2.0,0.0,Benfica
Fredrik Aursnes,Norway,MIDFIELDER,29,12.0,990.0,0.0,1.0,0.0,2.0,0.0,Benfica
Ezri Konsa,England,DEFENDER,27,11.0,990.0,1.0,0.0,0.0,1.0,0.0,Aston Villa
Dayot Upamecano,France,DEFENDER,26,11.0,990.0,0.0,1.0,0.0,1.0,0.0,Bayern München
Lamine Yamal,Spain,FORWARD,17,12.0,981.0,5.0,3.0,0.0,0.0,0.0,Barcelona
Fabian Ruiz,Spain,MIDFIELDER,29,15.0,977.0,0.0,4.0,0.0,2.0,0.0,Paris
Julian Ryerson,Norway,DEFENDER,27,12.0,956.0,0.0,0.0,0.0,2.0,0.0,B. Dortmund
Timon Wellenreuther,Germany,GOALKEEPER,29,11.0,955.0,0.0,0.0,0.0,1.0,0.0,Feyenoord
Robert Lewandowski,Poland,FORWARD,36,12.0,954.0,11.0,0.0,3.0,0.0,0.0,Barcelona
Ardon Jashari,Switzerland,MIDFIELDER,22,11.0,951.0,0.0,0.0,0.0,1.0,0.0,Club Brugge
Emre Can,Germany,DEFENDER,31,12.0,940.0,2.0,1.0,2.0,1.0,0.0,B. Dortmund
Christos Tzolis,Greece,FORWARD,23,12.0,939.0,1.0,4.0,0.0,2.0,0.0,Club Brugge
Raphael Onyedika,Nigeria,MIDFIELDER,24,11.0,939.0,1.0,1.0,0.0,2.0,1.0,Club Brugge
Jan Oblak,Slovenia,GOALKEEPER,32,10.0,930.0,0.0,0.0,0.0,0.0,0.0,Atleti
Tomas Araújo,Portugal,DEFENDER,22,11.0,927.0,0.0,0.0,0.0,0.0,0.0,Benfica
Igor Paixão,Brazil,FORWARD,24,11.0,921.0,2.0,4.0,0.0,0.0,0.0,Feyenoord
Pascal Gross,Germany,MIDFIELDER,33,13.0,918.0,1.0,2.0,0.0,3.0,0.0,B. Dortmund
Declan Rice,England,MIDFIELDER,26,12.0,915.0,4.0,2.0,0.0,2.0,0.0,Arsenal
Olivier Boscagli,France,DEFENDER,27,11.0,913.0,0.0,0.0,0.0,1.0,0.0,PSV
Vangelis Pavlidis,Greece,FORWARD,26,12.0,905.0,7.0,2.0,2.0,1.0,0.0,Benfica
Luuk de Jong,Netherlands,FORWARD,34,12.0,905.0,2.0,1.0,0.0,2.0,0.0,PSV
Alvaro Carreras,Spain,DEFENDER,22,10.0,900.0,0.0,2.0,0.0,5.0,0.0,Benfica
Alexsandro,Brazil,DEFENDER,25,10.0,900.0,0.0,1.0,0.0,1.0,0.0,Lille
Jonathan Tah,Germany,DEFENDER,29,10.0,900.0,0.0,0.0,0.0,2.0,0.0,Leverkusen
Kasper Schmeichel,Denmark,GOALKEEPER,38,10.0,900.0,0.0,0.0,0.0,1.0,0.0,Celtic
Lucas Chevalier,France,GOALKEEPER,23,10.0,900.0,0.0,0.0,0.0,1.0,0.0,Lille
William Saliba,France,DEFENDER,24,10.0,900.0,0.0,0.0,0.0,0.0,0.0,Arsenal
Callum McGregor,Scotland,MIDFIELDER,31,10.0,900.0,0.0,0.0,0.0,0.0,0.0,Celtic
Ferland Mendy,France,DEFENDER,29,11.0,888.0,0.0,1.0,0.0,1.0,0.0,Real Madrid
Julian Brandt,Germany,MIDFIELDER,29,13.0,884.0,0.0,4.0,0.0,0.0,0.0,B. Dortmund
Iñigo Martínez,Spain,DEFENDER,33,10.0,882.0,2.0,1.0,0.0,2.0,0.0,Barcelona
Rodrygo,Brazil,FORWARD,24,12.0,880.0,5.0,2.0,0.0,0.0,0.0,Real Madrid
Pau Cubarsí,Spain,DEFENDER,18,12.0,876.0,0.0,1.0,0.0,2.0,1.0,Barcelona
Marten de Roon,Netherlands,MIDFIELDER,34,10.0,874.0,0.0,1.0,0.0,2.0,0.0,Atalanta
Alejandro Grimaldo,Spain,DEFENDER,29,10.0,871.0,2.0,2.0,0.0,0.0,0.0,Leverkusen
Tijjani Reijnders,Netherlands,MIDFIELDER,26,10.0,870.0,3.0,0.0,0.0,0.0,0.0,Milan
Alessandro Bastoni,Italy,DEFENDER,26,12.0,868.0,0.0,1.0,0.0,2.0,0.0,Inter
Jamal Musiala,Germany,MIDFIELDER,22,12.0,866.0,3.0,4.0,0.0,1.0,0.0,Bayern München
Gabriel Martinelli,Brazil,FORWARD,23,12.0,866.0,2.0,2.0,0.0,2.0,0.0,Arsenal
Theo Hernandez,France,DEFENDER,27,10.0,861.0,0.0,0.0,0.0,4.0,1.0,Milan
Mike Maignan,France,GOALKEEPER,29,10.0,861.0,0.0,0.0,0.0,1.0,0.0,Milan
Johan Bakayoko,Belgium,FORWARD,22,12.0,860.0,2.0,1.0,0.0,1.0,0.0,PSV
Ryan Flamingo,Netherlands,DEFENDER,22,11.0,858.0,3.0,0.0,0.0,0.0,1.0,PSV
Ferran Jutglà,Spain,FORWARD,26,12.0,857.0,2.0,2.0,0.0,0.0,0.0,Club Brugge
Benjamin Pavard,France,DEFENDER,29,11.0,855.0,1.0,0.0,0.0,2.0,0.0,Inter
Thilo Kehrer,Germany,DEFENDER,28,10.0,855.0,1.0,2.0,0.0,2.0,0.0,Monaco
Bafodé Diakité,France,DEFENDER,24,10.0,855.0,0.0,0.0,0.0,1.0,0.0,Lille
Kerem Aktürkoğlu,Türkiye,FORWARD,26,12.0,853.0,4.0,0.0,0.0,1.0,0.0,Benfica
Jamie Gittens,England,MIDFIELDER,20,14.0,848.0,4.0,0.0,0.0,0.0,0.0,B. Dortmund
Marcel Sabitzer,Austria,MIDFIELDER,31,11.0,845.0,0.0,0.0,0.0,2.0,0.0,B. Dortmund
Virgil van Dijk,Netherlands,DEFENDER,33,9.0,840.0,1.0,0.0,0.0,2.0,0.0,Liverpool
Leon Goretzka,Germany,MIDFIELDER,30,12.0,839.0,1.0,1.0,0.0,4.0,0.0,Bayern München
Alistair Johnston,Canada,DEFENDER,26,10.0,838.0,0.0,0.0,0.0,2.0,0.0,Celtic
Mauro Júnior,Brazil,DEFENDER,26,10.0,829.0,0.0,1.0,0.0,2.0,0.0,PSV
Thomas Beelen,Netherlands,DEFENDER,23,12.0,827.0,0.0,0.0,0.0,0.0,0.0,Feyenoord
Manuel Neuer,Germany,GOALKEEPER,39,10.0,823.0,0.0,0.0,0.0,0.0,0.0,Bayern München
Granit Xhaka,Switzerland,MIDFIELDER,32,10.0,819.0,0.0,0.0,0.0,3.0,0.0,Leverkusen
Auston Trusty,USA,DEFENDER,26,10.0,816.0,0.0,0.0,0.0,0.0,0.0,Celtic
Joško Gvardiol,Croatia,DEFENDER,23,10.0,815.0,0.0,2.0,0.0,0.0,0.0,Man City
Benjamin André,France,MIDFIELDER,34,9.0,810.0,0.0,0.0,0.0,3.0,0.0,Lille
Brendan Chardonnet,France,DEFENDER,30,9.0,810.0,0.0,0.0,0.0,2.0,0.0,Brest
Marco Carnesecchi,Italy,GOALKEEPER,24,9.0,810.0,0.0,0.0,0.0,0.0,0.0,Atalanta
Marco Bizot,Netherlands,GOALKEEPER,34,9.0,810.0,0.0,0.0,0.0,0.0,0.0,Brest
Thomas Partey,Ghana,MIDFIELDER,31,11.0,809.0,0.0,0.0,0.0,3.0,0.0,Arsenal
Mohamed Salah,Egypt,FORWARD,32,9.0,808.0,3.0,4.0,1.0,0.0,0.0,Liverpool
Maghnes Akliouche,France,MIDFIELDER,23,10.0,807.0,2.0,2.0,0.0,1.0,0.0,Monaco
Alejandro Balde,Spain,DEFENDER,21,10.0,804.0,0.0,3.0,0.0,1.0,0.0,Barcelona
Gabriel,Brazil,DEFENDER,27,9.0,804.0,1.0,0.0,0.0,1.0,0.0,Arsenal
Federico Gatti,Italy,DEFENDER,26,9.0,801.0,0.0,1.0,0.0,1.0,0.0,Juventus
Aurélien Tchouaméni,France,MIDFIELDER,25,11.0,800.0,0.0,0.0,0.0,3.0,0.0,Real Madrid
Youssouf Fofana,France,MIDFIELDER,26,10.0,800.0,0.0,2.0,0.0,2.0,0.0,Milan
Rafael Leão,Portugal,FORWARD,25,10.0,797.0,3.0,2.0,0.0,2.0,0.0,Milan
Jeremie Frimpong,Netherlands,DEFENDER,24,10.0,796.0,0.0,5.0,0.0,2.0,0.0,Leverkusen
Nicolas Kühn,Germany,MIDFIELDER,25,10.0,792.0,3.0,1.0,0.0,1.0,0.0,Celtic
Francisco Trincão,Portugal,FORWARD,25,9.0,791.0,0.0,1.0,0.0,1.0,0.0,Sporting CP
Julian Alvarez,Argentina,FORWARD,25,10.0,790.0,7.0,1.0,0.0,0.0,0.0,Atleti
Reo Hatate,Japan,DEFENDER,27,10.0,788.0,1.0,2.0,0.0,1.0,0.0,Celtic
Anis Hadj Moussa,Algeria,FORWARD,23,11.0,786.0,3.0,0.0,0.0,0.0,0.0,Feyenoord
Nicolò Barella,Italy,MIDFIELDER,28,11.0,784.0,0.0,2.0,0.0,2.0,0.0,Inter
Ryan Gravenberch,Netherlands,MIDFIELDER,22,9.0,784.0,0.0,0.0,0.0,1.0,0.0,Liverpool
Konrad Laimer,Austria,MIDFIELDER,27,11.0,781.0,1.0,1.0,0.0,2.0,0.0,Bayern München
Vanderson,Brazil,DEFENDER,23,9.0,781.0,0.0,1.0,0.0,3.0,0.0,Monaco
Denzel Dumfries,Netherlands,DEFENDER,29,10.0,776.0,2.0,1.0,0.0,2.0,0.0,Inter
Piero Hincapie,Ecuador,DEFENDER,23,9.0,774.0,1.0,0.0,0.0,2.0,1.0,Leverkusen
Erling Haaland,Norway,FORWARD,24,9.0,771.0,8.0,0.0,2.0,0.0,0.0,Man City
Jurriën Timber,Netherlands,DEFENDER,23,12.0,769.0,1.0,1.0,0.0,2.0,0.0,Arsenal
Guus Til,Netherlands,MIDFIELDER,27,12.0,768.0,0.0,2.0,0.0,0.0,0.0,PSV
Joaquin Seys,Belgium,DEFENDER,20,10.0,768.0,0.0,0.0,0.0,2.0,0.0,Club Brugge
Bernardo Silva,Portugal,MIDFIELDER,30,9.0,766.0,0.0,0.0,0.0,1.0,0.0,Man City
Florian Wirtz,Germany,MIDFIELDER,22,9.0,765.0,6.0,1.0,1.0,2.0,0.0,Leverkusen
Antoni Milambo,Netherlands,MIDFIELDER,20,9.0,765.0,3.0,1.0,0.0,1.0,0.0,Feyenoord
Morten Hjulmand,Denmark,MIDFIELDER,25,9.0,765.0,0.0,0.0,0.0,3.0,0.0,Sporting CP
Daizen Maeda,Japan,FORWARD,27,9.0,761.0,4.0,1.0,0.0,1.0,1.0,Celtic
Ousmane Diomande,Ivory Coast,DEFENDER,21,9.0,752.0,0.0,0.0,0.0,1.0,0.0,Sporting CP
Breel Embolo,Switzerland,FORWARD,28,10.0,750.0,1.0,3.0,0.0,1.0,0.0,Monaco
José María Giménez,Uruguay,DEFENDER,30,8.0,750.0,1.0,0.0,0.0,4.0,0.0,Atleti
Raúl Asencio,Spain,DEFENDER,22,10.0,748.0,0.0,1.0,0.0,2.0,0.0,Real Madrid
Rodrigo De Paul,Argentina,MIDFIELDER,30,10.0,748.0,0.0,1.0,0.0,1.0,0.0,Atleti
Lucas Digne,France,DEFENDER,31,9.0,747.0,0.0,0.0,0.0,2.0,0.0,Aston Villa
Jonathan David,Canada,FORWARD,25,10.0,746.0,7.0,2.0,2.0,2.0,0.0,Lille
Marcus Thuram,France,FORWARD,27,12.0,743.0,4.0,1.0,0.0,1.0,0.0,Inter
Ramy Bensebaini,Algeria,DEFENDER,30,12.0,743.0,2.0,1.0,0.0,4.0,0.0,B. Dortmund
John McGinn,Scotland,MIDFIELDER,30,10.0,739.0,3.0,2.0,0.0,1.0,0.0,Aston Villa
Éderson,Brazil,MIDFIELDER,25,9.0,739.0,1.0,0.0,0.0,4.0,0.0,Atalanta
Antoine Griezmann,France,FORWARD,34,10.0,732.0,6.0,3.0,0.0,0.0,0.0,Atleti
Arne Engels,Belgium,MIDFIELDER,21,10.0,729.0,1.0,3.0,1.0,0.0,0.0,Celtic
Mikel Merino,Spain,MIDFIELDER,28,11.0,728.0,2.0,4.0,0.0,1.0,0.0,Arsenal
Ismael Saibari,Morocco,FORWARD,24,10.0,728.0,3.0,2.0,0.0,1.0,0.0,PSV
António Silva,Portugal,DEFENDER,21,9.0,724.0,0.0,0.0,0.0,2.0,0.0,Benfica
Geovany Quenda,Portugal,FORWARD,18,10.0,722.0,0.0,1.0,0.0,2.0,0.0,Sporting CP
Nasser Djiga,Burkina Faso,DEFENDER,22,8.0,720.0,1.0,1.0,0.0,1.0,0.0,Crvena Zvezda
Timi Max Elšnik,Slovenia,MIDFIELDER,27,8.0,720.0,0.0,2.0,0.0,1.0,0.0,Crvena Zvezda
Martin Vitík,Czechia,DEFENDER,22,8.0,720.0,0.0,0.0,0.0,2.0,0.0,Sparta Praha
Kenny Lala,France,DEFENDER,33,8.0,720.0,0.0,0.0,0.0,1.0,0.0,Brest
Peter Vindahl,Denmark,GOALKEEPER,27,8.0,720.0,0.0,0.0,0.0,1.0,0.0,Sparta Praha
Valeriy Bondar,Ukraine,DEFENDER,26,8.0,720.0,0.0,0.0,0.0,1.0,0.0,Shakhtar
Willi Orban,Hungary,DEFENDER,32,8.0,720.0,0.0,0.0,0.0,1.0,0.0,Leipzig
Dominik Takac,Slovakia,GOALKEEPER,26,8.0,720.0,0.0,0.0,0.0,0.0,0.0,S. Bratislava
Franco Israel,Uruguay,GOALKEEPER,25,8.0,720.0,0.0,0.0,0.0,0.0,0.0,Sporting CP
Dmytro Riznyk,Ukraine,GOALKEEPER,26,8.0,720.0,0.0,0.0,0.0,0.0,0.0,Shakhtar
RadosLaw Majecki,Poland,GOALKEEPER,25,8.0,720.0,0.0,0.0,0.0,0.0,0.0,Monaco
Ederson,Brazil,GOALKEEPER,31,8.0,720.0,0.0,0.0,0.0,0.0,0.0,Man City
Mykola Matviyenko,Ukraine,DEFENDER,29,8.0,720.0,0.0,0.0,0.0,0.0,0.0,Shakhtar
Michele Di Gregorio,Italy,GOALKEEPER,27,8.0,719.0,0.0,0.0,0.0,1.0,1.0,Juventus
Cesar Blackman,Panama,DEFENDER,27,8.0,719.0,0.0,0.0,0.0,1.0,0.0,S. Bratislava
Gijs Smal,Netherlands,DEFENDER,27,11.0,717.0,0.0,1.0,0.0,2.0,0.0,Feyenoord
Florentino,Portugal,MIDFIELDER,25,9.0,717.0,0.0,0.0,0.0,3.0,0.0,Benfica
Henrikh Mkhitaryan,Armenia,MIDFIELDER,36,11.0,715.0,0.0,1.0,0.0,2.0,0.0,Inter
Kenan Bajrić,Slovenia,DEFENDER,30,8.0,714.0,0.0,0.0,0.0,2.0,0.0,S. Bratislava
Kaan Kairinen,Finland,MIDFIELDER,26,8.0,713.0,2.0,0.0,0.0,1.0,0.0,Sparta Praha
Mahdi Camara,France,MIDFIELDER,26,10.0,712.0,1.0,1.0,0.0,2.0,0.0,Brest
Isak Hien,Sweden,DEFENDER,26,8.0,710.0,0.0,1.0,0.0,2.0,0.0,Atalanta
Guram Kashia,Georgia,DEFENDER,37,8.0,709.0,0.0,0.0,0.0,2.0,0.0,S. Bratislava
Martin Ødegaard,Norway,MIDFIELDER,26,10.0,708.0,3.0,1.0,0.0,0.0,0.0,Arsenal
Maximilian Mittelstädt,Germany,DEFENDER,28,8.0,706.0,0.0,3.0,0.0,1.0,0.0,Stuttgart
Charles De Ketelaere,Belgium,FORWARD,24,10.0,702.0,4.0,5.0,1.0,0.0,0.0,Atalanta
Boubacar Kamara,France,DEFENDER,25,10.0,702.0,0.0,0.0,0.0,2.0,0.0,Aston Villa
Georgiy Sudakov,Ukraine,MIDFIELDER,22,8.0,702.0,2.0,1.0,1.0,0.0,0.0,Shakhtar
Youngwoo Seol,Korea Republic,DEFENDER,26,8.0,701.0,0.0,3.0,0.0,1.0,0.0,Crvena Zvezda
Alphonso Davies,Canada,MIDFIELDER,24,9.0,700.0,2.0,0.0,0.0,0.0,0.0,Bayern München
Davide Zappacosta,Italy,DEFENDER,32,9.0,699.0,0.0,5.0,0.0,0.0,0.0,Atalanta
Ollie Watkins,England,FORWARD,29,12.0,697.0,1.0,4.0,0.0,0.0,0.0,Aston Villa
Hugo Magnetti,France,MIDFIELDER,26,10.0,697.0,1.0,1.0,0.0,0.0,0.0,Brest
Lautaro Martínez,Argentina,FORWARD,27,12.0,696.0,8.0,0.0,1.0,2.0,0.0,Inter
Angelo Stiller,Germany,MIDFIELDER,24,8.0,695.0,1.0,0.0,0.0,1.0,0.0,Stuttgart
Marcos Llorente,Spain,MIDFIELDER,30,8.0,693.0,2.0,4.0,0.0,1.0,0.0,Atleti
Karim Adeyemi,Germany,FORWARD,23,10.0,692.0,5.0,1.0,0.0,2.0,0.0,B. Dortmund
Enzo Millot,France,MIDFIELDER,22,8.0,690.0,2.0,4.0,0.0,0.0,0.0,Stuttgart
Phil Foden,England,MIDFIELDER,24,9.0,689.0,3.0,1.0,0.0,0.0,0.0,Man City
Hakan Çalhanoğlu,Türkiye,MIDFIELDER,31,10.0,686.0,3.0,2.0,2.0,2.0,0.0,Inter
Noa Lang,Netherlands,FORWARD,25,10.0,686.0,2.0,2.0,1.0,1.0,0.0,PSV
Frenkie de Jong,Netherlands,MIDFIELDER,27,12.0,683.0,0.0,0.0,0.0,2.0,0.0,Barcelona
Loïs Openda,Belgium,FORWARD,25,8.0,683.0,1.0,3.0,0.0,1.0,0.0,Leipzig
Jakub Kiwior,Poland,DEFENDER,25,9.0,682.0,0.0,0.0,0.0,1.0,0.0,Arsenal
Oscar Gloukh,Israel,MIDFIELDER,21,8.0,681.0,0.0,2.0,0.0,1.0,0.0,Salzburg
Berat Djimsiti,Albania,DEFENDER,32,9.0,678.0,1.0,0.0,0.0,1.0,0.0,Atalanta
Pau Torres,Spain,DEFENDER,28,9.0,678.0,0.0,1.0,0.0,1.0,0.0,Aston Villa
Stefan De Vrij,Netherlands,DEFENDER,33,8.0,676.0,0.0,0.0,0.0,1.0,0.0,Inter
David Strelec,Slovakia,FORWARD,24,8.0,674.0,2.0,0.0,1.0,0.0,0.0,S. Bratislava
Alexis Mac Allister,Argentina,MIDFIELDER,26,8.0,674.0,2.0,0.0,0.0,5.0,0.0,Liverpool
Manuel Locatelli,Italy,MIDFIELDER,27,9.0,673.0,0.0,0.0,0.0,0.0,0.0,Juventus
Bukayo Saka,England,FORWARD,23,8.0,673.0,5.0,2.0,1.0,1.0,0.0,Arsenal
Dmytro Kryskiv,Ukraine,MIDFIELDER,24,8.0,673.0,0.0,0.0,0.0,2.0,0.0,Shakhtar
Edmond Tapsoba,Burkina Faso,DEFENDER,26,9.0,670.0,0.0,1.0,0.0,1.0,0.0,Leverkusen
William Bøving,Denmark,MIDFIELDER,22,8.0,669.0,0.0,2.0,0.0,0.0,0.0,Sturm Graz
Kenan Yıldız,Türkiye,FORWARD,20,10.0,668.0,1.0,1.0,0.0,1.0,0.0,Juventus
Rade Krunić,Bosnia and Herzegovina,MIDFIELDER,31,8.0,668.0,1.0,2.0,0.0,2.0,0.0,Crvena Zvezda
Mehdi Taremi,Iran,FORWARD,32,11.0,666.0,1.0,2.0,1.0,0.0,0.0,Inter
Exequiel Palacios,Argentina,MIDFIELDER,26,10.0,666.0,0.0,0.0,0.0,0.0,0.0,Leverkusen
Gernot Trauner,Austria,DEFENDER,33,9.0,659.0,1.0,1.0,0.0,2.0,0.0,Feyenoord
Teun Koopmeiners,Netherlands,MIDFIELDER,27,9.0,655.0,0.0,0.0,0.0,2.0,0.0,Juventus
Edimilson Fernandes,Switzerland,MIDFIELDER,29,10.0,651.0,1.0,0.0,0.0,0.0,0.0,Brest
Stefan Ristovski,North Macedonia,DEFENDER,33,8.0,650.0,0.0,2.0,0.0,2.0,0.0,GNK Dinamo
Ibrahima Konaté,France,DEFENDER,25,7.0,649.0,1.0,0.0,0.0,2.0,0.0,Liverpool
Luka Modrić,Croatia,MIDFIELDER,39,14.0,647.0,0.0,2.0,0.0,2.0,0.0,Real Madrid
Sam Beukema,Netherlands,DEFENDER,26,8.0,647.0,0.0,1.0,0.0,3.0,0.0,Bologna
