name,nation,position,age,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name
Manuel Akanji,Switzerland,DEFENDER,29,8.0,646.0,0.0,1.0,0.0,0.0,0.0,Man City
Pierre Kalulu,France,DEFENDER,24,8.0,646.0,0.0,0.0,0.0,1.0,0.0,Juventus
Jeff Chabot,Germany,DEFENDER,27,8.0,646.0,0.0,0.0,0.0,0.0,0.0,Stuttgart
Leandro Trossard,Belgium,MIDFIELDER,30,13.0,644.0,2.0,3.0,0.0,1.0,0.0,Arsenal
Ludovic Ajorque,France,FORWARD,31,8.0,643.0,0.0,3.0,0.0,3.0,0.0,Brest
Sead Kolašinac,Bosnia and Herzegovina,DEFENDER,31,9.0,639.0,1.0,1.0,0.0,2.0,0.0,Atalanta
Rico Lewis,England,DEFENDER,20,9.0,639.0,0.0,1.0,0.0,0.0,0.0,Man City
Dominik Szoboszlai,Hungary,MIDFIELDER,24,9.0,637.0,1.0,1.0,0.0,0.0,0.0,Liverpool
Soumaïla Coulibaly,France,DEFENDER,21,8.0,635.0,0.0,0.0,0.0,0.0,0.0,Brest
Leroy Sané,Germany,MIDFIELDER,29,13.0,634.0,1.0,0.0,0.0,2.0,0.0,Bayern München
Luis Díaz,Colombia,FORWARD,28,9.0,633.0,3.0,0.0,0.0,1.0,0.0,Liverpool
Christian Pulišić,USA,FORWARD,26,9.0,632.0,4.0,1.0,0.0,1.0,0.0,Milan
Marc Casadó,Spain,MIDFIELDER,21,10.0,631.0,0.0,2.0,0.0,1.0,0.0,Barcelona
Amar Dedić,Bosnia and Herzegovina,DEFENDER,22,7.0,630.0,0.0,1.0,0.0,1.0,0.0,Salzburg
Paulo Gazzaniga,Argentina,GOALKEEPER,33,7.0,630.0,0.0,0.0,0.0,2.0,0.0,Girona
Ladislav Krejcí,Czechia,DEFENDER,26,7.0,630.0,0.0,0.0,0.0,1.0,0.0,Girona
Clément Lenglet,France,DEFENDER,29,7.0,630.0,0.0,0.0,0.0,1.0,0.0,Atleti
Uroš Spajić,Serbia,DEFENDER,32,7.0,630.0,0.0,0.0,0.0,1.0,0.0,Crvena Zvezda
Alexander Nübel,Germany,GOALKEEPER,28,7.0,630.0,0.0,0.0,0.0,0.0,0.0,Stuttgart
Lukasz Skorupski,Poland,GOALKEEPER,34,7.0,630.0,0.0,0.0,0.0,0.0,0.0,Bologna
Kévin Théophile-Catherine,France,DEFENDER,35,7.0,630.0,0.0,0.0,0.0,0.0,0.0,GNK Dinamo
Wojciech Szczęsny,Poland,GOALKEEPER,35,7.0,630.0,0.0,0.0,0.0,0.0,0.0,Barcelona
Maximiliano Araújo,Uruguay,MIDFIELDER,25,10.0,627.0,1.0,2.0,0.0,2.0,0.0,Sporting CP
Joel Monteiro,Switzerland,FORWARD,25,8.0,627.0,0.0,0.0,0.0,2.0,0.0,Young Boys
Dimitri Lavalée,Belgium,DEFENDER,28,7.0,627.0,0.0,0.0,0.0,3.0,1.0,Sturm Graz
Martin Baturina,Croatia,MIDFIELDER,22,8.0,625.0,2.0,1.0,0.0,2.0,0.0,GNK Dinamo
Silas,DR Congo,FORWARD,26,8.0,624.0,2.0,0.0,0.0,1.0,0.0,Crvena Zvezda
Ayyoub Bouaddi,France,MIDFIELDER,17,9.0,622.0,0.0,1.0,0.0,1.0,0.0,Lille
Anthony Rouault,France,DEFENDER,23,7.0,622.0,0.0,0.0,0.0,3.0,0.0,Stuttgart
Malick Yalcouye,Mali,MIDFIELDER,19,8.0,621.0,0.0,0.0,0.0,2.0,0.0,Sturm Graz
Lutsharel Geertruida,Netherlands,DEFENDER,24,8.0,621.0,0.0,0.0,0.0,1.0,0.0,Leipzig
Yann Bisseck,Germany,DEFENDER,24,11.0,619.0,0.0,0.0,0.0,0.0,0.0,Inter
Felix Nmecha,Germany,MIDFIELDER,24,9.0,619.0,1.0,1.0,0.0,2.0,0.0,B. Dortmund
Dan Ndoye,Switzerland,FORWARD,24,8.0,619.0,0.0,0.0,0.0,0.0,0.0,Bologna
Maximilian Beier,Germany,FORWARD,22,12.0,617.0,1.0,0.0,0.0,2.0,0.0,B. Dortmund
Thomas Meunier,Belgium,DEFENDER,33,9.0,617.0,0.0,1.0,0.0,3.0,0.0,Lille
Stefan Posch,Austria,DEFENDER,27,8.0,617.0,0.0,0.0,0.0,2.0,0.0,Atalanta
Samson Baidoo,Austria,DEFENDER,21,7.0,617.0,0.0,0.0,0.0,1.0,0.0,Salzburg
Massadio Haïdara,Mali,DEFENDER,32,8.0,616.0,0.0,0.0,0.0,2.0,0.0,Brest
Otar Kiteishvili,Georgia,MIDFIELDER,29,7.0,616.0,1.0,0.0,0.0,0.0,0.0,Sturm Graz
Denis Zakaria,Switzerland,MIDFIELDER,28,7.0,614.0,1.0,0.0,1.0,3.0,0.0,Monaco
Lamine Camara,Senegal,MIDFIELDER,21,9.0,610.0,0.0,0.0,0.0,2.0,0.0,Monaco
Cameron Carter-Vickers,USA,DEFENDER,27,7.0,609.0,0.0,0.0,0.0,1.0,0.0,Celtic
Tochi Chukwuani,Denmark,MIDFIELDER,22,7.0,607.0,0.0,1.0,0.0,2.0,0.0,Sturm Graz
Mario Pašalić,Croatia,MIDFIELDER,30,10.0,606.0,3.0,0.0,0.0,1.0,0.0,Atalanta
Francisco Conceição,Portugal,FORWARD,22,9.0,606.0,1.0,1.0,0.0,2.0,0.0,Juventus
Viktor Gyökeres,Sweden,FORWARD,26,8.0,606.0,6.0,0.0,2.0,1.0,0.0,Sporting CP
Qazim Laçi,Albania,MIDFIELDER,29,8.0,605.0,1.0,0.0,0.0,0.0,0.0,Sparta Praha
Kyriakos Savvidis,Greece,MIDFIELDER,29,8.0,604.0,0.0,1.0,0.0,2.0,0.0,S. Bratislava
Désiré Doué,France,FORWARD,19,14.0,601.0,3.0,4.0,0.0,0.0,0.0,Paris
Warren Zaïre-Emery,France,MIDFIELDER,19,12.0,599.0,1.0,0.0,0.0,0.0,0.0,Paris
Filip Ugrinic,Switzerland,MIDFIELDER,26,7.0,598.0,0.0,1.0,0.0,3.0,0.0,Young Boys
Quinten Timber,Netherlands,MIDFIELDER,23,7.0,597.0,0.0,2.0,0.0,1.0,0.0,Feyenoord
Amadou Haidara,Mali,MIDFIELDER,27,8.0,593.0,0.0,0.0,0.0,1.0,0.0,Leipzig
Waldemar Anton,Germany,DEFENDER,28,10.0,591.0,0.0,0.0,0.0,1.0,0.0,B. Dortmund
Savinho,Brazil,MIDFIELDER,21,9.0,578.0,1.0,1.0,0.0,1.0,0.0,Man City
Aleksandr Golovin,Russia,MIDFIELDER,28,9.0,577.0,0.0,1.0,0.0,1.0,0.0,Monaco
Trent Alexander-Arnold,England,DEFENDER,26,8.0,577.0,0.0,1.0,0.0,0.0,0.0,Liverpool
Richard Ledezma,USA,MIDFIELDER,24,11.0,576.0,0.0,0.0,0.0,1.0,0.0,PSV
Greg Taylor,Scotland,DEFENDER,27,8.0,576.0,0.0,1.0,0.0,1.0,0.0,Celtic
Mateo Retegui,Italy,FORWARD,26,10.0,575.0,3.0,0.0,0.0,0.0,0.0,Atalanta
Lucas Vazquez,Spain,MIDFIELDER,33,10.0,575.0,1.0,1.0,0.0,4.0,0.0,Real Madrid
Cherif Ndiaye,Senegal,FORWARD,29,8.0,572.0,2.0,1.0,1.0,2.0,0.0,Crvena Zvezda
Giuliano Simeone,Argentina,FORWARD,22,9.0,571.0,1.0,2.0,0.0,2.0,0.0,Atleti
Alisson Becker,Brazil,GOALKEEPER,32,6.0,570.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Carlos Augusto,Brazil,DEFENDER,26,11.0,569.0,0.0,2.0,0.0,1.0,0.0,Inter
Takumi Minamino,Japan,MIDFIELDER,30,9.0,569.0,3.0,1.0,0.0,0.0,0.0,Monaco
Inbeom Hwang,Korea Republic,MIDFIELDER,28,7.0,569.0,0.0,0.0,0.0,1.0,0.0,Feyenoord
Zeno Debast,Belgium,DEFENDER,21,8.0,568.0,1.0,1.0,0.0,2.0,0.0,Sporting CP
Ngal'Ayel Mukau,Belgium,MIDFIELDER,20,8.0,567.0,2.0,0.0,0.0,2.0,0.0,Lille
Jerdy Schouten,Netherlands,MIDFIELDER,28,7.0,567.0,1.0,0.0,0.0,1.0,0.0,PSV
Fikayo Tomori,England,DEFENDER,27,7.0,565.0,0.0,1.0,0.0,3.0,0.0,Milan
Andrea Cambiaso,Italy,DEFENDER,25,7.0,564.0,0.0,1.0,0.0,0.0,0.0,Juventus
Filip Panak,Czechia,DEFENDER,29,7.0,562.0,0.0,1.0,0.0,0.0,0.0,Sparta Praha
Khvicha Kvaratskhelia,Georgia,FORWARD,24,7.0,561.0,2.0,2.0,0.0,0.0,0.0,Paris
Kai Havertz,Germany,MIDFIELDER,25,8.0,560.0,4.0,1.0,0.0,0.0,0.0,Arsenal
Francesco Acerbi,Italy,DEFENDER,37,7.0,560.0,0.0,1.0,0.0,0.0,0.0,Inter
Weston McKennie,USA,MIDFIELDER,26,9.0,556.0,3.0,0.0,0.0,0.0,0.0,Juventus
Timothy Weah,USA,FORWARD,25,9.0,556.0,1.0,1.0,0.0,1.0,0.0,Juventus
Mika Biereth,Denmark,FORWARD,22,8.0,555.0,2.0,0.0,0.0,0.0,0.0,Monaco
Atakan Karazor,Türkiye,MIDFIELDER,28,7.0,555.0,0.0,0.0,0.0,1.0,0.0,Stuttgart
Tigran Barseghyan,Armenia,MIDFIELDER,31,8.0,553.0,1.0,2.0,0.0,2.0,0.0,S. Bratislava
Chemsdine Talbi,Belgium,MIDFIELDER,19,11.0,551.0,2.0,1.0,0.0,0.0,0.0,Club Brugge
Andy Robertson,Scotland,DEFENDER,31,8.0,551.0,0.0,1.0,0.0,2.0,0.0,Liverpool
Dušan Vlahović,Serbia,FORWARD,25,9.0,550.0,4.0,1.0,1.0,1.0,0.0,Juventus
Serge Gnabry,Germany,FORWARD,29,12.0,549.0,0.0,3.0,0.0,2.0,0.0,Bayern München
angel Di María,Argentina,FORWARD,37,9.0,547.0,1.0,2.0,1.0,0.0,0.0,Benfica
Hugo Bueno,Spain,DEFENDER,22,9.0,546.0,0.0,1.0,0.0,1.0,0.0,Feyenoord
Piotr Zieliński,Poland,MIDFIELDER,30,9.0,546.0,0.0,1.0,0.0,0.0,0.0,Inter
Joey Veerman,Netherlands,MIDFIELDER,26,8.0,545.0,0.0,3.0,0.0,2.0,0.0,PSV
Josha Vagnoman,Germany,DEFENDER,24,7.0,545.0,1.0,1.0,0.0,0.0,0.0,Stuttgart
Eliesse Ben Seghir,Morocco,MIDFIELDER,20,10.0,544.0,2.0,0.0,0.0,1.0,0.0,Monaco
Strahinja Pavlović,Serbia,DEFENDER,23,7.0,541.0,0.0,0.0,0.0,0.0,0.0,Milan
Miguel Gutiérrez,Spain,DEFENDER,23,6.0,540.0,1.0,0.0,0.0,0.0,0.0,Girona
Raúl Torrente,Spain,DEFENDER,23,6.0,540.0,0.0,0.0,0.0,1.0,0.0,GNK Dinamo
Emanuel Aiwu,Austria,DEFENDER,24,6.0,540.0,0.0,0.0,0.0,1.0,0.0,Sturm Graz
Kjell Scherpen,Netherlands,GOALKEEPER,25,6.0,540.0,0.0,0.0,0.0,0.0,0.0,Sturm Graz
Matěj Kovař,Czechia,GOALKEEPER,24,6.0,540.0,0.0,0.0,0.0,0.0,0.0,Leverkusen
Péter Gulacsi,Hungary,GOALKEEPER,35,6.0,540.0,0.0,0.0,0.0,0.0,0.0,Leipzig
Oleksandr Zubkov,Ukraine,MIDFIELDER,28,8.0,537.0,2.0,1.0,0.0,0.0,0.0,Shakhtar
Ronaël Pierre-Gabriel,France,DEFENDER,26,8.0,536.0,0.0,1.0,0.0,0.0,0.0,GNK Dinamo
Malik Tillman,USA,MIDFIELDER,22,6.0,534.0,3.0,2.0,0.0,3.0,0.0,PSV
Leon Bailey,Jamaica,FORWARD,27,8.0,531.0,1.0,1.0,0.0,1.0,0.0,Aston Villa
Matheus Nunes,Portugal,MIDFIELDER,26,7.0,531.0,1.0,3.0,1.0,1.0,0.0,Man City
Jhon Lucumi,Colombia,DEFENDER,26,7.0,531.0,1.0,0.0,0.0,2.0,0.0,Bologna
Raphaël Guerreiro,Portugal,DEFENDER,31,9.0,525.0,1.0,0.0,0.0,0.0,0.0,Bayern München
Matěj Ryneš,Czechia,DEFENDER,23,7.0,525.0,0.0,1.0,0.0,1.0,0.0,Sparta Praha
İlkay Gündoğan,Germany,MIDFIELDER,34,10.0,524.0,2.0,0.0,0.0,1.0,0.0,Man City
Benjamin Šeško,Slovenia,FORWARD,21,8.0,522.0,4.0,0.0,1.0,1.0,0.0,Leipzig
Antonio Nusa,Norway,MIDFIELDER,20,8.0,518.0,0.0,0.0,0.0,0.0,0.0,Leipzig
Sandro Lauper,Switzerland,MIDFIELDER,28,7.0,518.0,0.0,0.0,0.0,1.0,0.0,Young Boys
Matty Cash,Poland,DEFENDER,27,8.0,515.0,0.0,0.0,0.0,1.0,0.0,Aston Villa
Nicolas Capaldo,Argentina,MIDFIELDER,26,8.0,514.0,0.0,0.0,0.0,3.0,0.0,Salzburg
Abdallah Sima,Senegal,FORWARD,23,9.0,509.0,3.0,0.0,0.0,1.0,0.0,Brest
Wilfried Singo,Ivory Coast,DEFENDER,24,6.0,508.0,2.0,1.0,0.0,2.0,1.0,Monaco
Remo Freuler,Switzerland,MIDFIELDER,33,7.0,507.0,0.0,0.0,0.0,3.0,0.0,Bologna
Tomaš Wiesner,Czechia,DEFENDER,27,7.0,507.0,0.0,0.0,0.0,0.0,0.0,Sparta Praha
Geny Catamo,Mozambique,MIDFIELDER,24,8.0,506.0,1.0,1.0,0.0,0.0,0.0,Sporting CP
Chris Führich,Germany,MIDFIELDER,27,7.0,506.0,1.0,0.0,0.0,0.0,0.0,Stuttgart
Alexander Bah,Denmark,DEFENDER,27,7.0,500.0,1.0,2.0,0.0,2.0,0.0,Benfica
Myles Lewis-Skelly,England,MIDFIELDER,18,9.0,498.0,0.0,2.0,0.0,1.0,0.0,Arsenal
Mohamed Ali Camara,Rep of Guinea,DEFENDER,27,6.0,497.0,0.0,0.0,0.0,1.0,0.0,Young Boys
Eduardo Camavinga,France,MIDFIELDER,22,9.0,496.0,0.0,0.0,0.0,4.0,1.0,Real Madrid
Sandro Kulenović,Croatia,FORWARD,25,7.0,494.0,3.0,0.0,0.0,2.0,0.0,GNK Dinamo
Zachary Athekame,Switzerland,DEFENDER,20,8.0,493.0,0.0,0.0,0.0,1.0,0.0,Young Boys
Giovanni Fabbian,Italy,MIDFIELDER,22,7.0,493.0,0.0,0.0,0.0,2.0,0.0,Bologna
Veljko Birmancević,Serbia,MIDFIELDER,27,6.0,493.0,0.0,0.0,0.0,1.0,0.0,Sparta Praha
Silvère Ganvoula,Congo,FORWARD,28,8.0,490.0,1.0,0.0,0.0,1.0,0.0,Young Boys
Caio Henrique,Brazil,DEFENDER,27,8.0,488.0,0.0,0.0,0.0,0.0,0.0,Monaco
Gonçalo Inacio,Portugal,DEFENDER,23,7.0,488.0,1.0,0.0,0.0,0.0,0.0,Sporting CP
Dorgeles Nene,Mali,FORWARD,22,8.0,487.0,0.0,0.0,0.0,0.0,0.0,Salzburg
Gabriel Gudmundsson,Sweden,DEFENDER,26,9.0,485.0,0.0,1.0,0.0,0.0,0.0,Lille
Khephren Thuram,France,MIDFIELDER,24,9.0,485.0,0.0,0.0,0.0,0.0,0.0,Juventus
Diego Carlos,Brazil,DEFENDER,32,6.0,485.0,0.0,0.0,0.0,3.0,0.0,Aston Villa
Ademola Lookman,Nigeria,FORWARD,27,7.0,483.0,5.0,2.0,0.0,0.0,0.0,Atalanta
Christoph Baumgartner,Austria,MIDFIELDER,25,8.0,482.0,2.0,1.0,0.0,2.0,0.0,Leipzig
Josip Mišić,Croatia,MIDFIELDER,30,6.0,481.0,0.0,1.0,0.0,1.0,0.0,GNK Dinamo
Jaouen Hadjam,Algeria,DEFENDER,22,6.0,481.0,0.0,0.0,0.0,2.0,0.0,Young Boys
Brahim Díaz,Morocco,MIDFIELDER,25,11.0,479.0,2.0,1.0,0.0,1.0,0.0,Real Madrid
Kamil Piątkowski,Poland,DEFENDER,24,6.0,478.0,0.0,1.0,0.0,2.0,0.0,Salzburg
Mohammed Salisu,Ghana,DEFENDER,26,6.0,477.0,1.0,0.0,0.0,1.0,0.0,Monaco
Ronald Araújo,Uruguay,DEFENDER,26,7.0,476.0,1.0,0.0,0.0,0.0,0.0,Barcelona
Benjamin Henrichs,Germany,DEFENDER,28,6.0,475.0,0.0,0.0,0.0,2.0,0.0,Leipzig
Matteo Darmian,Italy,DEFENDER,35,8.0,474.0,0.0,0.0,0.0,0.0,0.0,Inter
Conor Gallagher,England,MIDFIELDER,25,9.0,469.0,1.0,1.0,0.0,0.0,0.0,Atleti
Raoul Bellanova,Italy,DEFENDER,24,8.0,468.0,1.0,0.0,0.0,1.0,0.0,Atalanta
Kyogo Furuhashi,Japan,MIDFIELDER,30,7.0,467.0,1.0,0.0,0.0,0.0,0.0,Celtic
Maxime Bernauer,France,DEFENDER,26,6.0,466.0,0.0,0.0,0.0,0.0,0.0,GNK Dinamo
Darwin Núñez,Uruguay,FORWARD,25,9.0,465.0,1.0,1.0,0.0,1.0,0.0,Liverpool
Yukhym Konoplia,Ukraine,DEFENDER,25,7.0,465.0,0.0,2.0,0.0,1.0,0.0,Shakhtar
Kang-in Lee,Korea Republic,MIDFIELDER,24,11.0,463.0,0.0,0.0,0.0,0.0,0.0,Paris
Artem Bondarenko,Ukraine,MIDFIELDER,24,8.0,463.0,0.0,0.0,0.0,0.0,0.0,Shakhtar
Federico Dimarco,Italy,DEFENDER,27,8.0,461.0,0.0,2.0,0.0,1.0,0.0,Inter
Kingsley Coman,France,FORWARD,28,11.0,460.0,1.0,0.0,0.0,2.0,0.0,Bayern München
Kevin,Brazil,MIDFIELDER,22,7.0,460.0,2.0,0.0,0.0,1.0,0.0,Shakhtar
Marko Tolić,Croatia,MIDFIELDER,28,7.0,459.0,1.0,1.0,0.0,4.0,1.0,S. Bratislava
Osame Sahraoui,Morocco,MIDFIELDER,23,9.0,455.0,2.0,2.0,0.0,0.0,0.0,Lille
Donny van de Beek,Netherlands,MIDFIELDER,28,7.0,453.0,1.0,0.0,0.0,1.0,0.0,Girona
Bryan Gil,Spain,FORWARD,24,6.0,453.0,0.0,0.0,0.0,3.0,0.0,Girona
Mama Baldé,Guinea-Bissau,FORWARD,29,9.0,452.0,0.0,2.0,0.0,0.0,0.0,Brest
Javier Galan,Spain,DEFENDER,30,6.0,452.0,0.0,0.0,0.0,1.0,0.0,Atleti
Davide Frattesi,Italy,MIDFIELDER,25,12.0,451.0,1.0,0.0,0.0,1.0,0.0,Inter
Rúben Dias,Portugal,DEFENDER,27,7.0,450.0,0.0,0.0,0.0,2.0,0.0,Man City
Kevin Wimmer,Austria,DEFENDER,32,5.0,450.0,1.0,0.0,0.0,1.0,0.0,S. Bratislava
Jusuf Gazibegović,Bosnia and Herzegovina,DEFENDER,25,5.0,450.0,0.0,0.0,0.0,3.0,0.0,Sturm Graz
Ivan Nevistić,Croatia,GOALKEEPER,26,5.0,450.0,0.0,0.0,0.0,1.0,0.0,GNK Dinamo
Iñaki Peña,Spain,GOALKEEPER,26,5.0,450.0,0.0,0.0,0.0,0.0,0.0,Barcelona
Santiago Giménez,Mexico,FORWARD,24,7.0,449.0,6.0,1.0,1.0,1.0,0.0,Milan
Niklas Geyrhofer,Austria,DEFENDER,25,6.0,449.0,0.0,0.0,0.0,1.0,0.0,Sturm Graz
Oriol Romeu,Spain,MIDFIELDER,33,6.0,447.0,0.0,0.0,0.0,2.0,0.0,Girona
Pedro Henrique,Brazil,DEFENDER,22,6.0,447.0,0.0,0.0,0.0,1.0,1.0,Shakhtar
Lukasz Lakomy,Poland,MIDFIELDER,24,7.0,444.0,1.0,0.0,0.0,1.0,0.0,Young Boys
Kostas Tsimikas,Greece,DEFENDER,28,6.0,444.0,0.0,1.0,0.0,1.0,0.0,Liverpool
Lewin Blum,Switzerland,DEFENDER,23,7.0,441.0,0.0,0.0,0.0,1.0,0.0,Young Boys
Kamory Doumbia,Mali,MIDFIELDER,22,10.0,440.0,0.0,0.0,0.0,0.0,0.0,Brest
Matheus Reis,Brazil,DEFENDER,30,8.0,435.0,0.0,0.0,0.0,0.0,0.0,Sporting CP
Alejandro Francés,Spain,DEFENDER,22,6.0,435.0,0.0,0.0,0.0,2.0,0.0,Girona
Pablo Barrios,Spain,MIDFIELDER,21,6.0,434.0,0.0,0.0,0.0,1.0,1.0,Atleti
Nahuel Molina,Argentina,DEFENDER,27,8.0,427.0,1.0,0.0,0.0,0.0,0.0,Atleti
Nicolò Savona,Italy,DEFENDER,22,7.0,427.0,0.0,0.0,0.0,1.0,0.0,Juventus
Deniz Undav,Germany,FORWARD,28,6.0,425.0,1.0,1.0,0.0,1.0,0.0,Stuttgart
Victor  Olatunji,Nigeria,FORWARD,25,8.0,424.0,2.0,1.0,0.0,2.0,0.0,Sparta Praha
Mitchel Bakker,Netherlands,DEFENDER,24,8.0,422.0,1.0,0.0,0.0,1.0,0.0,Lille
Josip Stanišić,Croatia,DEFENDER,25,6.0,421.0,0.0,0.0,0.0,0.0,0.0,Bayern München
Andrija Maksimović,Serbia,MIDFIELDER,17,7.0,418.0,0.0,0.0,0.0,2.0,0.0,Crvena Zvezda
Matteo Dams,Belgium,DEFENDER,21,6.0,417.0,0.0,0.0,0.0,3.0,0.0,PSV
Arnau Martínez,Spain,DEFENDER,22,5.0,415.0,0.0,0.0,0.0,3.0,1.0,Girona
Fermín López,Spain,FORWARD,21,10.0,414.0,1.0,5.0,0.0,1.0,0.0,Barcelona
Yunus Musah,USA,MIDFIELDER,22,7.0,414.0,0.0,0.0,0.0,3.0,1.0,Milan
Jamie Leweling,Germany,FORWARD,24,5.0,412.0,2.0,1.0,0.0,0.0,0.0,Stuttgart
Samuel Lino,Brazil,MIDFIELDER,25,10.0,411.0,0.0,3.0,0.0,0.0,0.0,Atleti
Thijs Dallinga,Netherlands,FORWARD,24,8.0,410.0,1.0,0.0,0.0,0.0,0.0,Bologna
Riccardo Calafiori,Italy,DEFENDER,22,7.0,409.0,1.0,1.0,0.0,1.0,0.0,Arsenal
Andreas Schjelderup,Norway,FORWARD,20,7.0,408.0,0.0,2.0,0.0,0.0,0.0,Benfica
Eguinaldo,Brazil,FORWARD,20,7.0,408.0,0.0,1.0,0.0,0.0,0.0,Shakhtar
Patrik Schick,Czechia,FORWARD,29,8.0,407.0,1.0,0.0,0.0,1.0,0.0,Leverkusen
Dani Ceballos,Spain,MIDFIELDER,28,9.0,406.0,0.0,1.0,0.0,1.0,0.0,Real Madrid
Nicolas Seiwald,Austria,MIDFIELDER,24,7.0,406.0,0.0,1.0,0.0,0.0,0.0,Leipzig
Ermedin Demirović,Bosnia and Herzegovina,MIDFIELDER,27,8.0,404.0,1.0,0.0,0.0,2.0,0.0,Stuttgart
Matteo Gabbia,Italy,DEFENDER,25,6.0,404.0,0.0,0.0,0.0,1.0,0.0,Milan
Koke,Spain,MIDFIELDER,33,7.0,402.0,0.0,1.0,0.0,0.0,0.0,Atleti
Aleksa Terzić,Serbia,DEFENDER,25,6.0,402.0,0.0,0.0,0.0,0.0,0.0,Salzburg
Kevin De Bruyne,Belgium,MIDFIELDER,33,7.0,398.0,0.0,0.0,0.0,0.0,0.0,Man City
alvaro Morata,Spain,FORWARD,32,7.0,396.0,1.0,1.0,0.0,3.0,0.0,Milan
Adam Daghim,Denmark,FORWARD,19,7.0,393.0,1.0,0.0,0.0,1.0,0.0,Salzburg
Jacob Ramsey,England,MIDFIELDER,23,10.0,392.0,1.0,2.0,0.0,0.0,0.0,Aston Villa
Juanpe,Spain,DEFENDER,34,5.0,390.0,1.0,1.0,0.0,0.0,0.0,Girona
Arnaut Danjuma,Netherlands,MIDFIELDER,28,7.0,388.0,1.0,2.0,0.0,1.0,0.0,Girona
Rémy Cabella,France,MIDFIELDER,35,7.0,388.0,1.0,1.0,0.0,1.0,0.0,Lille
Ayase Ueda,Japan,FORWARD,26,8.0,383.0,2.0,0.0,0.0,0.0,0.0,Feyenoord
Seedy Jatta,Norway,FORWARD,22,8.0,383.0,0.0,1.0,0.0,1.0,0.0,Sturm Graz
Nikola Moro,Croatia,MIDFIELDER,27,7.0,381.0,0.0,0.0,0.0,1.0,0.0,Bologna
Janis Blaswich,Germany,GOALKEEPER,34,5.0,381.0,0.0,0.0,0.0,1.0,0.0,Salzburg
Castello Lukeba,France,DEFENDER,22,5.0,378.0,0.0,0.0,0.0,3.0,0.0,Leipzig
Pierre Lees-Melou,France,MIDFIELDER,31,5.0,374.0,1.0,0.0,0.0,1.0,0.0,Brest
Ian Maatsen,Netherlands,DEFENDER,23,10.0,373.0,1.0,0.0,0.0,1.0,0.0,Aston Villa
Hidemasa Morita,Japan,MIDFIELDER,29,7.0,372.0,0.0,0.0,0.0,1.0,0.0,Sporting CP
Charalampos Lykogiannis,Greece,DEFENDER,31,5.0,371.0,0.0,1.0,0.0,3.0,0.0,Bologna
Ognjen Mimović,Serbia,DEFENDER,20,5.0,371.0,0.0,0.0,0.0,0.0,0.0,Crvena Zvezda
